Task,Question,Start Time,End Time,Duration 
Gene SNP association,Q15,10/1/2025 6:50,10/1/2025 6:50,25.385
Gene SNP association,Q16,10/1/2025 6:50,10/1/2025 6:50,25.683
Gene SNP association,Q17,10/1/2025 6:50,10/1/2025 6:51,25.572
Gene SNP association,Q18,10/1/2025 6:51,10/1/2025 6:51,25.456
Gene SNP association,Q19,10/1/2025 6:51,10/1/2025 6:52,25.832
Gene SNP association,Q20,10/1/2025 6:52,10/1/2025 6:52,26.059
Gene SNP association,Q21,10/1/2025 6:52,10/1/2025 6:53,25.932
Gene SNP association,Q22,10/1/2025 6:53,10/1/2025 6:53,25.655
Gene SNP association,Q23,10/1/2025 6:53,10/1/2025 6:53,25.259
Gene SNP association,Q24,10/1/2025 6:53,10/1/2025 6:54,25.599
Gene SNP association,Q25,10/1/2025 6:54,10/1/2025 6:54,25.409
Gene SNP association,Q26,10/1/2025 6:54,10/1/2025 6:55,25.616
Gene SNP association,Q27,10/1/2025 6:55,10/1/2025 6:55,25.313
Gene SNP association,Q28,10/1/2025 6:55,10/1/2025 6:56,25.898
Gene SNP association,Q29,10/1/2025 6:56,10/1/2025 6:56,25.4
Gene SNP association,Q30,10/1/2025 6:56,10/1/2025 6:56,25.75
Gene SNP association,Q31,10/1/2025 6:56,10/1/2025 6:57,25.695
Gene SNP association,Q32,10/1/2025 6:57,10/1/2025 6:57,25.661
Gene SNP association,Q33,10/1/2025 6:57,10/1/2025 6:58,25.93
Gene SNP association,Q34,10/1/2025 6:58,10/1/2025 6:58,25.439
Gene SNP association,Q35,10/1/2025 6:58,10/1/2025 6:59,25.874
Gene SNP association,Q36,10/1/2025 6:59,10/1/2025 6:59,25.645
Gene SNP association,Q37,10/1/2025 6:59,10/1/2025 6:59,25.869
Gene SNP association,Q38,10/1/2025 6:59,10/1/2025 7:00,25.495
Gene SNP association,Q39,10/1/2025 7:00,10/1/2025 7:00,25.758
Gene SNP association,Q40,10/1/2025 7:00,10/1/2025 7:01,25.856
Gene SNP association,Q41,10/1/2025 7:01,10/1/2025 7:01,25.353
Gene SNP association,Q42,10/1/2025 7:01,10/1/2025 7:02,25.502
Gene SNP association,Q43,10/1/2025 7:02,10/1/2025 7:02,25.803
Gene SNP association,Q44,10/1/2025 7:02,10/1/2025 7:02,25.463
Gene SNP association,Q45,10/1/2025 7:02,10/1/2025 7:03,25.573
Gene SNP association,Q46,10/1/2025 7:03,10/1/2025 7:03,25.357
Gene SNP association,Q47,10/1/2025 7:03,10/1/2025 7:04,25.497
Gene SNP association,Q48,10/1/2025 7:04,10/1/2025 7:04,25.904
Gene SNP association,Q49,10/1/2025 7:04,10/1/2025 7:05,25.654
Gene SNP association,Q50,10/1/2025 7:05,10/1/2025 7:05,25.682
SNP location,Q1,10/1/2025 7:05,10/1/2025 7:05,25.508
SNP location,Q2,10/1/2025 7:05,10/1/2025 7:06,25.476
SNP location,Q3,10/1/2025 7:06,10/1/2025 7:06,25.599
SNP location,Q4,10/1/2025 7:06,10/1/2025 7:07,25.623
SNP location,Q5,10/1/2025 7:07,10/1/2025 7:07,25.535
SNP location,Q6,10/1/2025 7:07,10/1/2025 7:08,25.433
SNP location,Q7,10/1/2025 7:08,10/1/2025 7:08,25.136
SNP location,Q8,10/1/2025 7:08,10/1/2025 7:08,25.623
SNP location,Q9,10/1/2025 7:08,10/1/2025 7:09,26.052
SNP location,Q10,10/1/2025 7:09,10/1/2025 7:09,25.411
SNP location,Q11,10/1/2025 7:09,10/1/2025 7:10,25.739
SNP location,Q12,10/1/2025 7:10,10/1/2025 7:10,25.754
SNP location,Q13,10/1/2025 7:10,10/1/2025 7:11,25.902
SNP location,Q14,10/1/2025 7:11,10/1/2025 7:11,25.412
SNP location,Q15,10/1/2025 7:11,10/1/2025 7:11,25.49
SNP location,Q16,10/1/2025 7:11,10/1/2025 7:12,26.002
SNP location,Q17,10/1/2025 7:12,10/1/2025 7:12,25.467
SNP location,Q18,10/1/2025 7:12,10/1/2025 7:13,25.83
SNP location,Q19,10/1/2025 7:13,10/1/2025 7:13,25.333
SNP location,Q20,10/1/2025 7:13,10/1/2025 7:14,25.34
SNP location,Q21,10/1/2025 7:14,10/1/2025 7:14,25.506
SNP location,Q22,10/1/2025 7:14,10/1/2025 7:14,25.689
SNP location,Q23,10/1/2025 7:14,10/1/2025 7:15,25.315
SNP location,Q24,10/1/2025 7:15,10/1/2025 7:15,25.395
SNP location,Q25,10/1/2025 7:15,10/1/2025 7:16,25.608
SNP location,Q26,10/1/2025 7:16,10/1/2025 7:16,25.543
SNP location,Q27,10/1/2025 7:16,10/1/2025 7:17,25.292
SNP location,Q28,10/1/2025 7:17,10/1/2025 7:17,25.699
SNP location,Q29,10/1/2025 7:17,10/1/2025 7:17,25.539
SNP location,Q30,10/1/2025 7:17,10/1/2025 7:18,25.807
SNP location,Q31,10/1/2025 7:18,10/1/2025 7:18,25.468
SNP location,Q32,10/1/2025 7:18,10/1/2025 7:19,25.479
SNP location,Q33,10/1/2025 7:19,10/1/2025 7:19,25.495
SNP location,Q34,10/1/2025 7:19,10/1/2025 7:20,26.07
SNP location,Q35,10/1/2025 7:20,10/1/2025 7:20,25.849
SNP location,Q36,10/1/2025 7:20,10/1/2025 7:20,25.214
SNP location,Q37,10/1/2025 7:20,10/1/2025 7:21,25.481
SNP location,Q38,10/1/2025 7:21,10/1/2025 7:21,25.507
SNP location,Q39,10/1/2025 7:21,10/1/2025 7:22,25.359
SNP location,Q40,10/1/2025 7:22,10/1/2025 7:22,25.482
SNP location,Q41,10/1/2025 7:22,10/1/2025 7:22,25.594
SNP location,Q42,10/1/2025 7:22,10/1/2025 7:23,25.986
SNP location,Q43,10/1/2025 7:23,10/1/2025 7:23,25.514
SNP location,Q44,10/1/2025 7:23,10/1/2025 7:24,25.633
SNP location,Q45,10/1/2025 7:24,10/1/2025 7:24,25.609
SNP location,Q46,10/1/2025 7:24,10/1/2025 7:25,25.838
SNP location,Q47,10/1/2025 7:25,10/1/2025 7:25,25.673
SNP location,Q48,10/1/2025 7:25,10/1/2025 7:25,25.344
SNP location,Q49,10/1/2025 7:25,10/1/2025 7:26,25.469
SNP location,Q50,10/1/2025 7:26,10/1/2025 7:26,25.434
,,,,48.45568889
